KT3D ESTIMATES WITH:  tmp_pygslib_file                                          
 60.114070      11203.880    
 67.847310      10737.500    
 97.471560      11266.490    
 67.966810      9978.3210    
 51.340030      11414.280    
 41.351450      10611.330    
 38.117580      10799.140    
 193.30720      9200.2000    
 156.26620      10173.000    
 135.14930      9825.1980    
 45.025840      11789.870    
 67.812630      9777.2290    
 46.351990      10080.920    
 53.041680      12129.970    
 143.18480      8554.9070    
 254.80520      9754.0800    
 118.17870      8140.7540    
 49.999160      8665.3090    
 218.18760      7730.9770    
 308.00230      6102.9330    
 327.20710      5539.9640    
 278.55310      6743.2520    
 114.42440      8012.9090    
 31.635350      11781.900    
 19.838850      9339.2680    
 77.302240      11374.800    
 70.499500      10435.630    
 91.114950      11596.380    
 68.311100      9512.4590    
 28.432150      11657.690    
 27.474850      10348.830    
 38.096100      11216.840    
 147.85370      9885.9850    
 129.46260      11240.820    
 89.536980      10129.480    
 38.852640      11685.930    
 92.466660      9625.4730    
 81.773270      10099.880    
 102.94590      10074.830    
 252.52050      6228.3270    
 312.58500      6568.4090    
 80.792630      8415.0790    
 109.31240      10127.520    
 207.95590      8236.6350    
 196.84030      7587.5920    
 399.90010      5687.9320    
 186.44230      6292.0000    
 137.71600      8960.1290    
 33.411340      12062.080    
 52.617090      9978.4380    
 67.154620      11767.210    
 69.537830      10638.360    
 123.23810      10655.220    
 44.991020      9885.0390    
 48.363820      11989.130    
 11.091420      10486.610    
 3.3499480      11971.760    
 83.818290      9736.3390    
 78.108940      11303.420    
 89.130460      9606.4130    
 49.681020      10841.930    
 78.892170      11116.400    
 100.51540      9977.5720    
 244.29330      8033.3440    
 426.48160      6145.2290    
 252.57700      5458.0430    
 116.16380      7859.8900    
 173.13930      9430.8790    
 189.94010      7858.2050    
 196.29550      7517.2580    
 388.22020      6995.3170    
 165.30090      7222.9980    
 121.75320      8849.0550    
 26.220900      11675.370    
 78.135900      9856.1160    
 47.767310      11624.160    
 101.94880      10731.860    
 111.87040      11082.110    
 15.647370      9961.5820    
 54.752990      11908.520    
 5.1349590      10039.460    
 33.274680      11608.980    
 139.93370      9551.4500    
 163.57350      11177.880    
 123.64190      8648.6600    
 49.239680      11241.120    
 87.791820      11036.250    
 133.68880      10236.590    
 379.20220      6271.4660    
 424.66950      6197.8900    
 117.15800      6585.4740    
 260.24320      6199.5860    
 249.13920      7240.8570    
 110.89010      10382.600    
 292.91790      6995.0630    
 282.89090      7342.7710    
 211.15560      7260.3960    
 150.39470      8392.0500    
 32.467100      12465.420    
 76.632640      10727.350    
 48.213890      11580.340    
 118.85270      10383.610    
 112.82860      10988.860    
 44.113320      10742.450    
 56.174050      12398.500    
 17.550340      10459.790    
 156.03720      7708.4170    
 266.62210      7443.4580    
 196.48910      8610.3530    
 104.92090      9038.3290    
 27.859080      11868.330    
 81.389810      10606.820    
 152.41890      9933.3540    
 396.24230      7319.7920    
 290.33170      6977.1340    
 125.12740      6849.7310    
 351.22310      5879.3410    
 238.67540      6355.0010    
 56.522150      9550.3960    
 263.47770      6777.3870    
 352.18940      6817.6610    
 297.50800      6434.8590    
 164.66850      8243.4640    
 70.565640      10939.880    
 60.232000      10133.520    
 25.410490      11651.620    
 141.25810      9879.4800    
 67.000170      10862.420    
 89.364950      10209.360    
 56.333070      11500.670    
 61.194920      10097.180    
 276.63420      6305.0380    
 335.87110      6585.8130    
 217.14750      6136.6180    
 90.090540      8590.1420    
 60.139100      11794.440    
 45.465250      10950.120    
 262.94880      8460.4590    
 321.48170      7253.1790    
 181.83560      8908.3440    
 211.82590      6335.3730    
 293.96960      7293.1640    
 205.48450      7266.3070    
 77.717800      9229.3040    
 277.58360      6956.3180    
 459.37100      5532.3370    
 266.55000      6645.3220    
 206.50840      8569.8780    
 131.34580      10754.150    
 58.469260      9887.6950    
 60.156630      10517.140    
 120.61270      10455.400    
 66.460100      11049.060    
 90.269390      10873.420    
 62.603290      10921.530    
 113.11170      9171.3220    
 367.35800      6034.9880    
 325.92470      7476.1110    
 183.75290      7241.3360    
 53.052010      10037.450    
 49.030820      12147.240    
 13.695980      9485.0290    
 262.32190      9043.2630    
 209.65680      9265.8890    
 162.12260      8584.6010    
 212.80500      8427.1790    
 205.68580      8426.6900    
 96.304840      10279.220    
 91.005690      8123.2870    
 308.77090      6837.6110    
 449.97440      6076.4470    
 344.05620      6627.5300    
 254.19440      6889.5920    
 179.19580      9155.7960    
 25.924400      9906.8100    
 60.547840      11415.840    
 119.04170      10196.960    
 65.778850      10909.890    
 90.119630      10996.250    
 72.206760      11642.990    
 171.36790      8662.8790    
 295.49730      8310.3530    
 222.54330      8282.5370    
 108.34030      10156.900    
 68.239840      10005.170    
 40.104090      11903.820    
 5.1097180      9218.2990    
 196.62230      9400.1040    
 84.384670      11694.600    
 133.58110      8390.9120    
 137.65610      10577.900    
 141.07490      8822.1210    
 51.825940      10674.710    
 165.93190      6758.3520    
 410.09720      6948.5320    
 426.53200      7369.3330    
 355.80320      5725.2900    
 328.78950      6416.7250    
 125.52660      7466.1620    
 32.971070      8251.9240    
 73.773950      11749.990    
 89.302310      10426.340    
 55.731540      11071.780    
 106.46390      9967.0510    
 54.439750      11885.430    
 185.49710      9037.2530    
 109.64810      9984.5590    
 149.52450      8461.2690    
 115.15450      10087.720    
 80.614120      10028.400    
 67.393760      10726.540    
 3.8368350      10957.160    
 110.11210      9483.1250    
 69.428970      11308.010    
 66.875310      9322.8420    
 37.437240      12110.900    
 114.64990      8769.5890    
 86.925540      8034.7080    
 179.48260      7297.8240    
 420.84360      5589.0780    
 422.67760      6691.5430    
 335.96530      6057.6520    
 335.70950      5775.3510    
 65.906100      8256.5170    
 55.108480      8422.2550    
 52.033970      11401.880    
 47.867510      10197.020    
 39.546830      11671.000    
 103.57920      9528.5860    
 31.485280      11167.850    
 122.42100      10071.790    
 41.818210      12324.710    
 109.59470      9802.8810    
 84.596340      10897.180    
 141.48520      9396.0380    
 49.422070      11052.090    
 .85948530      10331.600    
 49.093430      10876.530    
 69.815430      10490.890    
 56.319010      10300.210    
 105.04590      8900.4630    
 150.72740      7606.9270    
 255.09760      7184.3060    
 246.25140      9215.4930    
 387.19190      6219.4400    
 457.46990      5688.2680    
 205.69900      9412.7780    
 209.79660      7913.9450    
 28.796780      8070.7380    
 45.144690      11000.840    
 25.452160      11369.130    
 15.584400      10612.670    
 53.347120      10828.990    
 57.465920      10895.130    
 36.576530      10605.240    
 59.632220      10027.520    
 149.06410      8789.1680    
 255.76530      6826.1160    
 127.51560      8717.0920    
 170.36820      7813.8030    
 16.062230      11828.750    
 1.8384960      9922.9500    
 13.152980      11237.730    
 59.272350      10839.290    
 71.338350      10009.490    
 166.27350      7638.4560    
 298.31770      6414.6360    
 495.39540      6385.5420    
 453.49450      5700.4480    
 312.24580      6295.5430    
 288.96670      6529.7260    
 102.51950      10720.820    
 78.419690      8308.7750    
 18.280720      9007.2620    
 37.663870      10810.680    
 13.469180      11428.170    
 7.4308630      10595.390    
 53.409150      11013.870    
 14.248620      11266.240    
 26.552410      11697.370    
 107.03320      9484.2940    
 213.58100      6985.8870    
 287.20670      6236.9240    
 149.03570      7682.7420    
 124.79490      8500.0020    
 .17227040      11365.140    
 3.5778690      9885.4480    
 21.734780      10377.090    
 77.925020      10653.380    
 83.587940      10734.650    
 281.68050      7492.5860    
 495.48890      5686.1810    
 587.70350      5844.4620    
 512.80110      5865.3290    
 291.04470      6423.1560    
 199.98300      7773.6110    
 71.213260      11182.690    
 29.075160      10196.410    
 10.641200      11023.940    
 30.954710      10665.080    
 10.240640      10630.460    
 16.241650      9864.1620    
 45.490220      11592.050    
 3.1907570      10509.850    
 50.003880      10573.320    
 144.20380      9564.7590    
 255.59340      6638.0250    
 218.79860      6805.5900    
 155.11190      8499.4700    
 52.421920      10971.220    
 5.3145920      11678.600    
 20.169210      10870.040    
 68.944940      9833.8600    
 60.787880      11140.280    
 103.04140      9732.1330    
 410.79770      5656.5830    
 545.86300      6086.3750    
 549.96970      6245.3400    
 404.89860      7327.7320    
 311.81820      6306.0740    
 104.24960      7602.5980    
 19.784560      11714.140    
 12.049670      10530.590    
 9.1163350      11727.330    
 19.031240      10574.260    
 1.1988430      11684.920    
 32.799410      9531.3310    
 1.0951700      11818.540    
 37.649380      10320.780    
 83.837430      10793.670    
 147.57650      9334.4910    
 173.63740      9520.6160    
 106.96960      8163.4770    
 121.26720      9382.9240    
 5.9067370      10231.170    
 16.042670      11218.500    
 45.460500      10522.090    
 87.232440      9248.7920    
 36.748570      12195.880    
 134.87090      8770.6530    
 470.14310      5503.6220    
 523.78860      5549.5030    
 571.51310      6867.3650    
 400.77380      6175.7710    
 255.72590      6663.6820    
 56.079010      8396.1570    
 .74599800      12390.790    
 3.7193670      10606.540    
 1.6491120      10931.580    
 5.5504320      10326.730    
 10.311050      11145.310    
 27.451150      10936.040    
 2.9366980      11360.870    
 56.929600      9313.1700    
 58.177930      11059.010    
 115.05660      9043.7070    
 86.785790      10733.600    
 38.134860      10453.270    
 34.653370      11807.420    
 2.0264260      10959.780    
 47.956500      10475.560    
 75.269230      10515.960    
 63.880380      9558.5090    
 33.992860      11698.290    
 149.73220      7845.5410    
 410.19630      5967.9900    
 472.27690      5794.1330    
 684.71780      6211.2460    
 432.52820      6925.5130    
 193.09540      6618.7560    
 10.322100      8590.2310    
 .82637440      11850.210    
 2.4202780      10953.370    
 5.0579520      11312.300    
 3.7059980      9804.0090    
 25.649080      11424.970    
 36.706800      11050.970    
 58.985470      10547.440    
 71.206030      9090.8640    
 139.15250      9989.0550    
 115.32240      8502.5050    
 74.880690      10814.200    
 15.879840      10150.110    
 45.696700      11298.970    
 72.661930      11053.020    
 89.039360      11089.830    
 112.79530      10230.340    
 39.368100      11055.580    
 19.690430      12425.170    
 110.76640      8262.0230    
 355.31000      5540.7590    
 475.06850      6580.6000    
 720.93370      5586.2240    
 381.76340      5713.1250    
 77.525890      8431.9250    
 1.4374120      10956.950    
 .13035730E-03  11477.530    
 1.8575690      10068.840    
 14.940710      11325.390    
 11.586980      9498.1010    
 6.2255220      12791.710    
 88.154380      8705.0290    
 87.993840      9371.8510    
 175.59500      7207.0070    
 161.66150      7584.5390    
 96.239140      8757.5140    
 26.623990      12575.240    
 18.057460      10848.680    
 99.662820      10603.980    
 127.47550      9477.5020    
 166.03740      10076.940    
 113.92460      9844.3780    
 36.770650      10231.410    
 30.420970      11127.290    
 83.120960      8945.1160    
 300.72730      5878.1970    
 476.30190      6165.8730    
 449.74350      6341.2480    
 199.43290      5966.8350    
 15.634050      10231.430    
 .38742880      10901.360    
 .64046230E-01  11744.310    
 3.8691810      9345.2350    
 19.806190      11487.630    
 18.381960      9756.1460    
 96.173590      11529.240    
 128.34230      8475.2850    
 192.34110      7634.4570    
 282.85290      6368.6170    
 162.76930      7222.6200    
 95.795230      9071.9750    
 25.811840      11284.880    
 44.255170      10861.100    
 218.08350      8905.1030    
 193.96440      8995.3860    
 200.34770      9563.9030    
 130.19820      9047.8140    
 31.487850      10887.570    
 31.212930      10946.550    
 100.81710      8336.0450    
 290.55470      6481.1580    
 393.34210      6201.2840    
 228.81910      8342.2160    
 72.577520      9806.4580    
 .00000000      11729.410    
 .19723560E-02  10311.750    
 .32268340      10937.990    
 15.283800      10405.380    
 19.187530      11161.890    
 31.006130      11309.640    
 190.17570      8882.5720    
 201.74220      7635.0290    
 300.14070      6359.5990    
 245.37710      6955.7170    
 146.63690      7753.4240    
 55.970320      11129.440    
 41.155850      10279.500    
 95.939650      9713.4360    
 273.59650      7475.9540    
 330.18600      6635.0250    
 247.13440      7992.8120    
 68.295420      8628.3450    
 21.083720      10835.780    
 12.555680      11707.300    
 162.55080      7547.2510    
 196.76830      9629.0320    
 297.67690      7297.4010    
 46.306610      9994.6160    
 1.5448960      10140.850    
 .00000000      11844.080    
 .00000000      10025.040    
 1.1640340      11616.280    
 31.575040      10092.470    
 13.472580      10945.180    
 88.491880      10952.450    
 194.32710      7791.4160    
 204.17510      6590.8550    
 209.56130      7465.1330    
 138.67230      7299.1540    
 109.13370      9865.5280    
 33.939620      11596.000    
 40.216310      11260.340    
 181.29720      8788.8750    
 231.08770      8529.6730    
 361.15620      5604.9360    
 227.42420      7083.1130    
 72.819210      7936.6280    
 15.936960      10426.860    
 24.886110      10509.080    
 152.89790      9212.1760    
 59.100880      11194.340    
 134.81730      10034.560    
 102.33020      9679.5260    
 49.659100      9116.3670    
 .00000000      11820.580    
 .00000000      9483.4750    
 4.0157780      11809.300    
 29.194380      10182.770    
 24.562290      11388.800    
 133.10390      9894.1130    
 152.58910      7653.3320    
 199.25960      7816.5660    
 108.21560      9877.9810    
 59.234550      9464.1940    
 18.970450      12289.220    
 41.549850      10077.010    
 40.882530      11538.890    
 209.25040      9327.3500    
 225.89330      8045.8560    
 233.88420      8536.3140    
 143.58350      7535.2420    
 66.151080      9888.7180    
 18.744930      10686.360    
 38.927920      10697.530    
 61.807700      10143.800    
 107.71560      9798.3970    
 185.91750      9782.8940    
 193.99930      8791.6910    
 60.959350      8953.9600    
 .10745260E-01  11465.960    
 .15585360      9570.0020    
 16.244960      11462.990    
 13.412250      9987.9480    
 48.800370      11572.220    
 123.47170      9655.7840    
 81.780650      9586.6390    
 131.74240      8024.7360    
 39.278770      9792.0260    
 19.096120      9696.7120    
 34.486710      12006.090    
 46.559530      9345.2350    
 51.516970      11606.080    
 155.76390      9899.6270    
 138.89720      8904.8560    
 134.94200      8518.4580    
 51.884100      8881.5630    
 62.589450      9811.0090    
 21.064670      10281.530    
 44.678110      10891.990    
 19.274850      10489.910    
 225.24190      7308.2290    
 358.44860      6153.7010    
 244.43310      7312.9010    
 41.982210      10030.150    
 .13921570      10641.010    
 1.3670690      10313.430    
 20.600350      11617.900    
 20.380220      10184.200    
 67.417460      11879.510    
 70.390780      9382.4240    
 45.686870      11635.210    
 69.431760      9819.7760    
 21.055980      11343.990    
 28.430750      10317.240    
 35.220410      11756.600    
 33.272250      10405.380    
 51.176980      11544.050    
 69.852180      9170.9240    
 92.384280      11452.980    
 78.995880      9576.8990    
 14.105290      11350.230    
 43.982390      9725.1880    
 32.547410      9676.1050    
 25.146650      11785.060    
 67.762440      10112.650    
 362.57460      7556.4530    
 410.83500      5906.3150    
 207.96470      7371.8510    
 13.891330      10106.340    
 .29196460      10759.720    
 3.3430020      10061.280    
 15.054060      11299.660    
 34.697500      10008.410    
 61.115050      11630.930    
 44.578700      9272.5360    
 45.920600      10819.330    
 34.347330      9957.5550    
 15.668950      11433.670    
 51.763020      10077.880    
 13.999260      11669.670    
 24.744340      10093.600    
 29.609150      11698.540    
 59.343560      8975.9360    
 38.690780      11441.340    
 27.105540      9883.1820    
 17.327070      11468.960    
 19.868910      9767.6930    
 45.021050      9357.1830    
 12.662620      12274.570    
 131.77440      9441.6480    
 388.31080      5898.0300    
 318.32810      6467.6340    
 118.28330      7771.9060    
 2.0779010      10602.710    
 .68866420      10958.540    
 9.4463370      10066.820    
 7.9104690      12233.940    
 31.327600      11166.410    
 56.432330      10798.000    
 28.722460      11167.190    
 38.681110      10796.750    
 22.946970      9932.2670    
 13.556690      12004.160    
 47.077700      10081.370    
 14.034870      12195.710    
 15.290710      10349.570    
 21.361150      11770.230    
 34.829570      10387.510    
 24.150390      12192.000    
 5.4789470      10632.140    
 21.870370      11006.010    
 5.4000620      11069.460    
 43.377170      9686.6610    
 11.870990      12879.680    
 185.53490      9268.8560    
 291.73340      8971.9530    
 199.92750      8520.6800    
 44.896180      10354.350    
 .37429270      10348.890    
 1.3577040      11918.470    
 11.766640      10047.950    
 17.011240      12207.440    
 40.064250      11575.420    
 36.552640      11646.750    
 14.949500      10869.900    
 18.994510      12299.420    
 23.992660      9876.2270    
 28.067460      12088.720    
 17.467930      10004.420    
 12.782020      12361.400    
 5.5950000      10123.000    
 20.073520      11877.160    
 12.371270      10093.210    
 9.1688180      12670.870    
 2.5532140      10439.670    
 13.629830      11857.660    
 7.6831740      10922.380    
