KT3D ESTIMATES WITH:  tmp_pygslib_file                                          
 309.77290      29722.870    
 245.60880      22361.350    
 204.44620      29739.100    
 167.63850      23633.370    
 226.28980      26310.540    
 340.45180      21002.820    
 425.85700      29085.580    
 364.45430      24421.600    
 305.89210      27656.670    
 262.54890      19891.670    
 202.08470      15746.250    
 270.56070      23018.850    
 249.78170      15059.660    
 386.32230      28740.910    
 197.61080      15414.330    
 136.88910      17166.270    
 335.20060      10998.670    
 515.76660      5520.3020    
 514.39860      5124.9610    
 385.95230      7654.6460    
 320.10090      11769.080    
 250.86510      29870.530    
 134.67230      16538.780    
 210.94150      26924.150    
 310.88100      16798.610    
 327.86110      26014.290    
 258.19620      16083.330    
 188.71480      29988.840    
 120.97560      18449.630    
 186.41140      25437.040    
 310.62250      18007.560    
 350.12510      25248.690    
 313.14470      18391.290    
 303.98410      25906.660    
 341.52720      15600.070    
 293.50690      21143.400    
 352.44270      11666.340    
 435.60780      6349.8850    
 438.51930      8168.2620    
 252.31100      14531.810    
 221.48060      28261.080    
 336.08560      18197.540    
 351.95520      8608.1280    
 667.56020      5960.7890    
 355.03110      7823.3620    
 239.91220      16713.680    
 252.53740      30361.560    
 213.44940      23834.630    
 284.67240      31395.400    
 356.56120      23079.770    
 334.06850      26476.590    
 190.64530      21428.660    
 146.65510      31995.550    
 91.945060      24098.400    
 175.37310      28504.040    
 293.20820      23608.250    
 347.11130      28126.410    
 285.80470      22638.830    
 303.32700      28946.640    
 371.66830      24013.970    
 395.51050      14479.490    
 498.86270      11155.380    
 709.29240      6989.6570    
 437.09170      6077.8110    
 218.70880      10523.380    
 318.95000      21883.600    
 426.67210      13616.960    
 489.01470      9302.6920    
 677.11410      6333.1990    
 411.67420      7323.6450    
 276.96230      11547.330    
 278.19310      27151.490    
 301.28310      16215.240    
 343.81210      31500.280    
 423.24310      18632.430    
 335.59760      22946.240    
 117.12850      15800.330    
 121.31790      31044.000    
 103.42740      17203.390    
 188.59570      21518.510    
 349.70450      15421.130    
 337.78660      23961.750    
 250.92770      17311.900    
 291.10010      27991.450    
 355.18330      18788.940    
 481.84390      19786.630    
 770.49290      6352.4280    
 646.18850      6164.0780    
 302.79330      6509.4750    
 421.91820      7356.0100    
 418.41690      9765.2410    
 406.91250      15563.520    
 552.45640      11065.300    
 639.46680      8282.6200    
 469.35900      10202.380    
 276.90310      17528.340    
 259.75350      28928.370    
 278.50270      21691.840    
 356.12850      31814.570    
 437.14700      22949.800    
 363.45240      26153.020    
 240.56490      23484.770    
 205.39410      32513.060    
 177.89160      20822.780    
 280.59840      10872.050    
 450.58750      9747.6290    
 349.42720      13578.710    
 206.42050      16495.720    
 212.97260      30389.080    
 251.37720      24991.980    
 465.20820      14339.020    
 702.37530      6196.4270    
 567.68770      6142.6840    
 285.90730      6510.3540    
 594.72290      5328.9000    
 441.86120      6286.1440    
 285.18770      10853.010    
 484.58960      6562.1910    
 661.98420      6522.8660    
 516.34220      8721.9940    
 282.59500      12686.310    
 239.63310      28882.220    
 233.00420      16391.880    
 323.47910      28836.320    
 436.24000      16888.850    
 422.23650      24880.050    
 356.23480      17343.000    
 313.82800      30408.040    
 287.32530      15657.880    
 494.99440      7544.8200    
 661.38280      6473.0100    
 371.33440      6627.0500    
 180.11590      13322.240    
 139.29600      30247.100    
 137.57680      20573.750    
 444.14460      20916.490    
 587.12140      11075.720    
 511.66430      9543.7480    
 381.32110      6309.2260    
 541.64280      6598.0370    
 399.30790      9092.6610    
 312.77090      14869.510    
 468.55170      9245.0910    
 686.91720      5511.9950    
 533.28020      7295.3500    
 347.00980      16616.680    
 197.49130      28851.910    
 160.32690      21321.910    
 264.96300      28218.980    
 400.90950      22189.920    
 436.05180      26611.820    
 408.06960      20014.510    
 355.60330      28457.030    
 404.87550      19180.260    
 603.44960      5941.1180    
 634.48910      7071.7130    
 408.93370      7377.1090    
 247.13390      15519.330    
 162.14690      29520.540    
 65.791530      19989.020    
 443.23050      18038.090    
 511.30690      18955.770    
 444.03160      11962.490    
 430.37810      16958.030    
 443.55420      12129.190    
 334.63550      14027.400    
 353.95540      11016.490    
 646.43850      7443.7790    
 793.15860      6254.0810    
 577.66750      6272.1720    
 416.25040      8836.4730    
 195.33980      20794.780    
 100.61320      16198.290    
 227.12770      25002.410    
 379.02510      16599.650    
 389.18020      26916.920    
 374.47190      18390.290    
 348.28770      23843.900    
 357.68180      14554.660    
 474.51920      16612.390    
 431.27960      11219.380    
 361.10310      16518.570    
 324.01880      14497.300    
 203.04360      26672.690    
 54.478960      15531.390    
 361.00060      21712.620    
 353.13420      29651.280    
 312.78070      21357.860    
 336.98110      29249.930    
 312.03500      21018.540    
 220.97890      13693.350    
 273.69120      8834.7300    
 596.30140      7551.2580    
 869.40650      7046.5670    
 633.87270      5436.7300    
 553.70980      6445.1670    
 201.76460      8925.9500    
 109.89390      17223.600    
 220.16700      28315.640    
 269.89420      22244.410    
 301.73540      28925.530    
 346.30810      23723.790    
 310.69430      28099.830    
 270.03450      19828.540    
 319.75960      28398.720    
 305.95730      20780.060    
 296.78600      25514.830    
 294.46660      22406.440    
 200.95750      28309.580    
 65.670100      22940.660    
 236.93100      16610.900    
 246.43700      26425.600    
 207.77000      15821.480    
 297.59170      28847.110    
 251.31400      12388.330    
 244.00790      8707.3320    
 438.67760      6124.8740    
 706.10990      6590.0130    
 858.22910      5616.9300    
 648.91750      6902.8890    
 576.26230      5448.9100    
 195.04120      8476.5520    
 148.99070      11853.620    
 204.72520      28274.130    
 162.05990      16884.950    
 221.74480      25592.350    
 304.92860      17304.070    
 251.00080      30279.980    
 211.51130      18035.420    
 230.34900      21397.070    
 272.06890      16176.470    
 255.48880      20688.570    
 273.91710      16940.870    
 179.57710      26126.990    
 53.135880      16660.680    
 152.99200      24518.340    
 177.99720      26784.430    
 216.77370      18760.880    
 258.27440      12360.230    
 343.93080      10157.810    
 516.10690      8943.3410    
 641.07090      7140.8800    
 693.49790      5800.2240    
 689.24490      4539.5030    
 562.23780      8571.2770    
 366.23250      7614.9270    
 133.15220      8908.7440    
 155.34660      17473.590    
 168.48070      28464.490    
 92.126430      23684.190    
 158.53330      27661.660    
 195.05680      20683.980    
 215.00150      29484.250    
 270.01530      21000.260    
 302.23280      12147.390    
 396.55600      11613.360    
 281.76390      10339.330    
 331.21400      17342.950    
 162.26920      27566.440    
 47.417860      21228.910    
 118.71210      20285.370    
 191.00640      23039.880    
 295.21480      13356.810    
 335.54320      9191.8400    
 528.92940      6255.3830    
 931.53670      7595.8280    
 748.98420      5616.0560    
 483.23350      7254.9010    
 536.22270      9693.7130    
 396.35860      20491.460    
 151.36910      12746.620    
 89.675700      17862.870    
 134.99250      15912.210    
 131.32530      25170.310    
 66.340280      18177.490    
 103.38420      27338.800    
 95.660480      18528.110    
 200.95580      24349.800    
 360.59040      13465.170    
 469.28870      7238.5330    
 504.62730      7212.7040    
 380.91730      7046.9000    
 310.67300      12127.910    
 143.78440      27818.860    
 58.358650      16037.420    
 149.93310      23746.790    
 256.46330      25885.390    
 342.49540      15651.640    
 517.56200      7169.2030    
 776.52060      6544.5640    
 996.75690      6296.2180    
 852.66750      6099.6290    
 542.57880      6301.2690    
 374.09620      13507.320    
 249.68490      30418.550    
 67.020480      24108.580    
 57.197360      27596.950    
 93.484880      24021.460    
 99.177860      26810.850    
 81.609050      19380.340    
 114.70380      29399.210    
 100.72950      23554.470    
 216.06460      26817.250    
 364.72110      19210.660    
 443.67110      9214.5530    
 408.77290      7965.9070    
 330.47370      10858.660    
 226.64980      17733.660    
 111.94630      29081.860    
 115.22990      21076.870    
 252.22410      18075.530    
 281.78400      26450.700    
 331.84450      14871.500    
 713.77340      5204.0170    
 924.21330      6830.7400    
 952.25270      5654.7490    
 798.24180      6343.5880    
 552.60280      6342.7790    
 284.04280      8393.2650    
 141.36800      29761.880    
 53.145260      18843.830    
 37.520860      25879.270    
 49.810070      18409.770    
 89.956330      24114.830    
 124.83450      15498.000    
 150.20230      29672.540    
 153.99940      20317.070    
 236.04240      25018.320    
 297.61570      16448.320    
 287.75910      17472.850    
 201.38370      12655.320    
 199.22380      19956.330    
 115.64440      14443.560    
 122.82090      28307.900    
 217.95300      17080.020    
 237.02120      20327.860    
 262.43440      28611.370    
 311.89780      15788.800    
 750.34510      6035.3400    
 885.24230      6055.5310    
 1026.5490      6749.8020    
 695.33370      7279.4040    
 419.84130      9135.9400    
 161.54250      15085.030    
 72.439980      30719.410    
 41.285180      24840.980    
 31.509570      28716.470    
 33.935830      23901.150    
 84.384510      29029.410    
 119.02170      23546.610    
 132.01350      29167.430    
 167.42200      21720.580    
 205.59740      27678.080    
 193.67780      22186.720    
 168.80390      26919.990    
 131.39850      24569.880    
 135.79270      30628.060    
 115.50570      24419.450    
 180.37510      29674.290    
 293.54750      23144.010    
 177.31070      15581.580    
 212.22890      28102.660    
 249.30170      11283.330    
 678.60700      6590.8540    
 877.30740      6333.8930    
 1231.3870      6703.8340    
 828.02150      5927.9880    
 354.54910      7026.0020    
 66.349330      12169.050    
 23.355670      30360.050    
 20.265410      20107.840    
 26.289660      24728.080    
 36.574650      17362.960    
 84.635780      29574.580    
 94.468410      19452.340    
 106.97720      20228.710    
 167.56020      15079.250    
 206.79550      27179.180    
 109.60200      16005.800    
 111.73720      25490.990    
 133.19840      17659.030    
 150.59960      31532.380    
 178.41080      20609.510    
 253.60260      25217.470    
 367.93250      17754.760    
 161.59680      23711.480    
 162.86740      29392.760    
 215.68530      15609.890    
 573.07240      6315.2130    
 891.11180      5631.5540    
 1105.4700      4793.0520    
 698.93410      5651.0630    
 240.41730      9103.5610    
 21.256560      18722.650    
 4.0621600      31095.880    
 17.789890      19970.930    
 25.965000      24634.020    
 62.339180      18897.470    
 138.82240      29352.310    
 160.70810      18768.420    
 215.69930      10988.070    
 309.46150      9334.3530    
 207.57260      12197.250    
 191.77130      21434.960    
 145.85970      28468.110    
 156.19780      21027.310    
 240.98340      30179.180    
 280.20160      20429.070    
 309.30640      25042.380    
 272.66500      20788.830    
 161.71430      16879.990    
 145.36450      29257.240    
 182.87160      15678.140    
 539.93950      6007.0960    
 792.63810      7163.6700    
 732.88040      5841.1990    
 279.76930      7294.7250    
 90.953730      19350.850    
 8.3348880      16144.890    
 12.725600      27287.000    
 24.332610      16210.200    
 57.379300      24595.230    
 129.99110      14930.990    
 264.48340      23888.290    
 323.37290      11781.920    
 425.00890      9199.9060    
 486.65640      6680.0880    
 333.55660      7110.1840    
 269.45900      13748.770    
 218.81830      29752.260    
 243.83610      17278.600    
 412.72560      20940.610    
 466.63210      14620.690    
 370.18050      20436.950    
 181.18140      16088.810    
 127.45610      24782.250    
 119.86120      30266.020    
 207.30470      18836.640    
 534.23430      5538.0660    
 648.93420      5968.8900    
 403.79910      9852.4210    
 91.931140      16047.160    
 15.634610      28917.060    
 8.4901840      20659.290    
 28.415580      28204.130    
 65.544240      23944.870    
 133.02530      29009.940    
 268.85120      22115.850    
 416.53180      13297.720    
 409.65840      11451.900    
 517.64260      7978.7640    
 477.56680      8318.3320    
 354.06800      9603.8160    
 266.24830      18787.420    
 241.07930      29420.850    
 370.29140      15145.120    
 593.49210      8190.6100    
 640.93440      7444.3170    
 448.16150      9889.2410    
 191.38330      21094.230    
 99.435490      19553.150    
 126.61440      25295.740    
 222.78560      13961.100    
 439.53070      16803.630    
 494.90960      10757.520    
 229.88860      18650.210    
 44.988230      14270.490    
 5.5412660      28876.900    
 14.510400      17458.470    
 48.215210      26288.270    
 108.30160      16616.580    
 197.28330      28775.680    
 368.29490      17855.880    
 453.99420      9175.8170    
 438.65380      6523.3040    
 443.52660      7373.1850    
 297.31150      10354.060    
 238.53920      20866.630    
 212.11720      18051.640    
 260.02480      25651.340    
 420.23590      16047.680    
 554.30110      8358.2200    
 646.84100      5395.5620    
 487.02470      6007.7510    
 217.60590      9829.2670    
 82.668120      22211.000    
 99.905080      26114.620    
 152.09810      22847.030    
 336.86120      30325.150    
 387.68710      20474.490    
 195.63910      25822.070    
 40.565640      22399.280    
 1.9676640      30438.490    
 2.3274150      20684.020    
 45.423510      28455.590    
 89.057750      20553.130    
 196.46530      29525.770    
 303.27830      19459.890    
 280.59620      11263.510    
 306.86810      9214.4060    
 282.70970      11578.960    
 146.89910      15670.040    
 155.73580      30864.680    
 166.43180      19828.260    
 226.44310      27512.230    
 333.61050      24012.930    
 391.48990      12793.240    
 414.20650      9384.7730    
 292.35850      8740.7670    
 186.74060      16313.330    
 83.595980      19753.580    
 98.609660      24669.860    
 122.92920      16835.120    
 325.27800      22611.140    
 426.39050      16724.710    
 230.79420      18330.010    
 41.432410      15036.400    
 2.5061670      27641.090    
 6.7504180      15477.280    
 34.556700      29079.150    
 56.508000      15731.040    
 142.49380      29335.000    
 192.37420      18157.590    
 148.67830      17858.330    
 208.66170      11707.920    
 155.59690      17967.370    
 85.761440      13866.640    
 120.70700      28885.450    
 140.42950      16357.990    
 183.46060      28081.710    
 212.63700      19134.650    
 231.06050      17356.740    
 206.76700      13405.270    
 155.30490      17620.630    
 169.90800      15721.220    
 88.443780      23010.610    
 119.74010      27296.550    
 191.21150      18253.810    
 459.83250      8300.9310    
 598.61990      7092.6120    
 331.37610      8014.5880    
 88.060040      17007.320    
-2.1051520      26129.950    
 17.448490      21835.310    
 48.551610      30534.380    
 102.72990      20975.210    
 143.98790      29929.100    
 135.88960      23165.800    
 126.55580      27873.710    
 161.06010      20557.850    
 131.82620      27769.340    
 131.53650      23319.730    
 135.37920      31971.990    
 133.05310      24207.220    
 153.33990      29928.520    
 140.35470      20336.290    
 161.50400      29354.190    
 112.47630      22417.480    
 96.733600      24427.920    
 125.08850      19685.250    
 110.77060      17507.650    
 160.63370      27943.680    
 283.89790      16724.850    
 648.57040      8084.9780    
 735.90970      6022.2830    
 445.41340      7457.5410    
 117.20920      13821.100    
-.26076030      22787.110    
 14.776640      15294.850    
 78.729060      29492.210    
 155.61890      16003.630    
 182.80550      27076.120    
 148.81270      15633.550    
 120.34660      28860.960    
 118.44680      17134.720    
 143.23900      27204.340    
 193.55750      17357.030    
 148.15420      30199.000    
 112.11070      16866.170    
 121.52400      26859.370    
 109.29270      15222.050    
 103.55030      31700.230    
 67.317610      18687.980    
 54.392200      23197.700    
 58.570240      15818.440    
 135.81480      21498.280    
 186.07150      31554.630    
 373.42790      20267.960    
 686.39730      6115.8130    
 589.02230      6616.1890    
 304.34630      11048.200    
 72.570670      18802.000    
 6.4623580      24890.560    
 29.828080      20684.640    
 103.05380      32055.190    
 167.27550      26077.460    
 188.01950      28806.620    
 121.66160      21999.740    
 108.18940      27222.430    
 86.585840      20403.210    
 126.74210      28241.880    
 150.42960      20071.990    
 108.48940      30596.730    
 61.359860      21651.890    
 82.388420      28515.690    
 79.019510      23040.540    
 64.750690      34006.000    
 45.880690      26131.320    
 34.228290      27922.270    
 36.900380      22822.030    
 145.83810      16842.090    
 175.67790      33842.590    
 302.51740      18492.210    
 459.77000      17274.210    
 342.79420      12979.900    
 132.82480      17773.850    
 33.429720      16983.110    
 17.583970      23932.610    
 51.147770      16389.770    
 116.12420      33832.520    
 189.73010      21328.830    
 178.71960      26594.530    
 100.74050      18720.990    
 88.678370      24377.890    
 85.522520      16862.340    
 90.610540      28720.210    
 71.881490      16335.600    
 53.875100      30680.200    
 28.607520      16978.580    
 41.329460      27544.110    
 45.806840      16582.350    
 41.101490      33059.190    
 24.378350      19574.170    
 29.213910      27817.530    
 39.175490      18908.160    
