KT3D ESTIMATES WITH:  tmp_pygslib_file                                          
 427.79640      .27839110E-01
 498.76110      .42823270E-01
 387.80910      .51678970E-01
 200.82300      .14497850    
 145.76810      .90702120E-01
 202.22680      .12389290    
 296.04800      .99240690E-01
 338.04390      .14053660    
 266.02410      .97550060E-01
 217.22050      .14178410    
 182.46930      .10625320    
 240.71860      .12325580    
 393.61520      .98508690E-01
 468.84570      .12237370    
 429.37440      .11207020    
 335.88170      .12725710    
 300.94580      .91224420E-01
 211.06680      .76897290E-01
 278.52020      .12422390    
 305.48000      .64288420E-01
 439.14170      .14542100    
 221.28890      .65835020E-01
 135.60550      .78988720E-01
 326.70840      .55568150E-01
 514.49910      .25486500E-01
 544.26500      .23849160E-01
 407.48130      .34505150E-01
 319.56880      .55858720E-01
 226.72750      .14743550    
 148.80030      .77215090E-01
 246.91850      .13571770    
 329.33340      .82603690E-01
 343.27560      .13039140    
 250.34420      .74844810E-01
 162.58000      .14973320    
 115.38030      .91310550E-01
 203.13380      .12448790    
 333.32380      .86093630E-01
 407.34260      .12622650    
 337.43210      .84208210E-01
 333.74420      .12829850    
 376.43750      .74126020E-01
 320.55160      .97702790E-01
 388.46630      .62302050E-01
 451.42650      .30125750E-01
 506.72740      .40248650E-01
 251.37370      .63925150E-01
 219.97380      .11245380    
 361.25790      .79975840E-01
 373.99230      .42805790E-01
 665.22250      .27415040E-01
 342.65820      .35533390E-01
 294.02270      .77869000E-01
 254.85900      .14722720    
 234.03530      .10226050    
 323.41880      .14955040    
 406.18260      .10414340    
 355.43440      .12450260    
 202.32140      .92722660E-01
 141.87000      .15605700    
 82.268460      .11214370    
 157.69980      .13175010    
 330.95070      .10258300    
 337.17730      .13322860    
 292.84630      .97289780E-01
 328.31260      .13551630    
 395.14540      .10847320    
 424.86540      .71083920E-01
 520.05590      .44993910E-01
 681.90160      .30904910E-01
 439.59770      .27563090E-01
 260.28880      .50986330E-01
 354.29630      .11089370    
 417.09490      .60358600E-01
 496.74860      .44692930E-01
 698.03760      .30159880E-01
 398.54600      .34821370E-01
 286.62800      .57639050E-01
 280.78350      .13936440    
 294.49960      .77973820E-01
 368.40820      .15500060    
 469.04970      .92211230E-01
 371.16660      .11545910    
 170.52250      .75306270E-01
 150.04400      .15810800    
 50.095400      .92368600E-01
 176.20090      .10919480    
 361.34120      .68593720E-01
 341.32050      .12448320    
 243.77150      .77099710E-01
 296.23260      .13772360    
 376.94200      .91412400E-01
 500.96650      .94929360E-01
 762.21050      .32196400E-01
 680.32260      .28697410E-01
 295.89850      .29684500E-01
 419.82460      .31235670E-01
 442.46000      .44559260E-01
 407.62560      .69940970E-01
 541.46800      .55995600E-01
 653.64590      .37445220E-01
 465.30140      .43044130E-01
 286.40040      .80785310E-01
 297.88090      .14186530    
 309.11240      .97500990E-01
 374.97290      .15213160    
 482.62240      .10212610    
 396.41590      .12176850    
 259.83510      .10194290    
 230.23990      .15987650    
 138.65370      .10706460    
 285.20970      .54424690E-01
 484.91730      .44342490E-01
 371.07480      .71565560E-01
 207.35090      .74030670E-01
 239.48160      .15072890    
 269.90580      .11191830    
 500.07540      .72639050E-01
 712.20610      .29854060E-01
 575.04660      .29363220E-01
 260.43220      .30888410E-01
 598.39320      .24283590E-01
 456.10320      .31558730E-01
 294.63820      .53319670E-01
 480.19820      .30518680E-01
 693.84470      .29699310E-01
 548.86710      .41242650E-01
 285.41930      .60604960E-01
 273.06670      .14084000    
 241.06650      .78327220E-01
 345.14920      .14374960    
 481.61470      .79839710E-01
 438.31970      .12372330    
 392.56420      .81620840E-01
 317.91830      .14826970    
 249.35160      .84237630E-01
 507.83940      .32495190E-01
 663.92050      .30991460E-01
 406.17490      .31466260E-01
 189.13860      .63245760E-01
 198.89830      .14817250    
 151.59730      .95802510E-01
 491.49420      .97053440E-01
 619.78530      .50811180E-01
 529.93270      .46621190E-01
 367.79880      .30673530E-01
 557.49620      .30814920E-01
 419.80580      .46998710E-01
 308.61790      .66009640E-01
 521.75390      .45132500E-01
 683.69710      .25966460E-01
 552.61060      .33685130E-01
 362.99850      .77239790E-01
 230.03660      .13449300    
 180.91950      .92364120E-01
 295.79500      .13370350    
 447.23480      .97817680E-01
 457.98450      .12641200    
 449.50170      .92853960E-01
 384.09680      .13495110    
 341.70510      .96113930E-01
 614.49730      .29509990E-01
 641.87740      .32927050E-01
 408.23950      .37156760E-01
 253.26490      .73709500E-01
 148.66820      .14968400    
 81.675800      .88739030E-01
 477.37360      .87186520E-01
 577.12020      .97483640E-01
 471.10570      .55968670E-01
 459.83910      .93204710E-01
 466.60580      .55219590E-01
 348.82140      .67163740E-01
 300.11530      .52277050E-01
 673.41240      .35971980E-01
 807.52550      .29747450E-01
 601.31490      .26997270E-01
 418.84560      .40562380E-01
 201.97320      .11239400    
 107.76620      .73405740E-01
 249.76170      .12613850    
 397.65460      .79929940E-01
 421.71790      .13074180    
 432.46840      .85186590E-01
 403.03510      .12276590    
 346.49020      .74096810E-01
 513.85500      .84549400E-01
 466.45670      .52332930E-01
 376.83870      .86189400E-01
 324.93670      .71653810E-01
 183.04730      .13592160    
 57.703870      .72254890E-01
 389.96200      .99495080E-01
 403.71710      .12498900    
 348.49100      .91709860E-01
 357.91790      .12416500    
 368.74670      .90083480E-01
 253.18600      .68971310E-01
 289.89830      .39195450E-01
 624.73680      .34807350E-01
 849.50260      .32346930E-01
 608.89470      .25398100E-01
 565.84510      .30039580E-01
 214.74170      .47087370E-01
 114.94700      .75825350E-01
 246.96610      .13522830    
 302.98520      .99151970E-01
 337.04390      .13561950    
 379.41310      .10128760    
 341.06300      .13358400    
 300.19790      .95581510E-01
 355.39400      .10963730    
 354.63180      .84619760E-01
 330.46120      .10972780    
 327.67330      .96210190E-01
 201.38480      .13238310    
 47.947700      .10247980    
 259.65530      .82655500E-01
 274.22730      .12969120    
 255.64470      .74839820E-01
 299.59270      .11466090    
 267.18610      .56140040E-01
 235.09080      .38486120E-01
 438.82200      .29331390E-01
 730.30010      .32725490E-01
 864.22720      .28707870E-01
 627.98710      .31531940E-01
 587.15220      .25643640E-01
 174.78400      .40527030E-01
 149.01220      .55940650E-01
 213.86450      .13942130    
 183.24620      .80232130E-01
 240.52530      .13020110    
 303.32570      .79972090E-01
 271.43590      .14256240    
 235.06480      .94460700E-01
 212.55650      .11533820    
 283.96140      .72553340E-01
 263.89040      .10353040    
 326.31700      .75740750E-01
 203.31470      .12878850    
 42.664790      .79661620E-01
 173.89810      .11618360    
 196.28760      .12513740    
 239.97010      .90935800E-01
 263.38750      .57600900E-01
 345.62530      .41862370E-01
 530.23240      .42778510E-01
 617.98340      .37220120E-01
 678.73240      .27300040E-01
 711.79380      .22855850E-01
 579.10670      .44260420E-01
 374.53760      .36635230E-01
 107.76630      .44398970E-01
 155.68550      .83124310E-01
 137.19660      .13622600    
 122.66950      .10400980    
 174.16460      .13112740    
 214.71510      .95376950E-01
 220.33090      .13738880    
 287.32730      .10435730    
 324.19350      .61524740E-01
 384.64830      .46316150E-01
 276.83750      .54631770E-01
 328.98000      .69267210E-01
 173.10300      .13461590    
 49.941340      .94988910E-01
 131.94650      .10447020    
 193.82440      .11490190    
 283.19960      .68653750E-01
 354.80460      .39627890E-01
 534.27580      .30768450E-01
 949.60250      .35537660E-01
 761.26550      .26235700E-01
 507.69300      .33418170E-01
 520.06070      .40639570E-01
 432.88480      .10844020    
 179.04970      .59249770E-01
 82.798110      .81963740E-01
 148.06610      .80338040E-01
 119.10130      .12637520    
 66.883510      .86356990E-01
 122.64630      .13241090    
 117.54870      .91871540E-01
 202.35770      .12344750    
 367.84890      .75412820E-01
 483.95350      .31680600E-01
 515.31850      .31450320E-01
 380.48750      .33957560E-01
 312.50230      .58493280E-01
 142.40330      .13947000    
 62.889720      .76008890E-01
 175.15270      .11243650    
 263.29660      .12233740    
 327.51670      .83093840E-01
 550.95280      .34774550E-01
 780.26010      .29571060E-01
 1002.7710      .29369540E-01
 848.05410      .29307770E-01
 554.57010      .27327760E-01
 425.51760      .60342130E-01
 273.80560      .14467890    
 91.686490      .11309230    
 69.966840      .12231160    
 103.08030      .10644050    
 87.157590      .12729340    
 73.680310      .86082550E-01
 115.37820      .14165890    
 122.61320      .10607240    
 234.36960      .12585120    
 386.01200      .96760290E-01
 458.80250      .41194540E-01
 399.26640      .37592660E-01
 340.12790      .52282880E-01
 228.18480      .84368820E-01
 116.95520      .13766620    
 126.03370      .96409210E-01
 257.18110      .89992050E-01
 301.11540      .12932490    
 322.38880      .76416650E-01
 728.06450      .24888580E-01
 919.35940      .31734630E-01
 954.79030      .27675210E-01
 808.75460      .30513130E-01
 552.99090      .29337970E-01
 278.31120      .40698260E-01
 180.83110      .15380590    
 50.729310      .93673720E-01
 48.187290      .12670720    
 56.229380      .91185210E-01
 68.951910      .12270140    
 113.03510      .75016550E-01
 99.047800      .14562560    
 155.01120      .95785160E-01
 250.21100      .12181890    
 310.67430      .74769960E-01
 328.10920      .91208660E-01
 225.68360      .59289510E-01
 200.04700      .10553020    
 120.38190      .72703560E-01
 127.52170      .13962280    
 216.49140      .80292040E-01
 255.35580      .92865920E-01
 274.38580      .14297870    
 281.59570      .81274870E-01
 767.18040      .27370640E-01
 889.51340      .27562660E-01
 1055.4300      .30759670E-01
 721.39220      .32275650E-01
 411.61510      .38172920E-01
 154.35680      .67707720E-01
 70.546860      .15448150    
 23.943560      .11281270    
 20.469470      .13547420    
 35.748810      .10314360    
 71.934290      .13623140    
 98.934360      .10539270    
 114.33340      .13760670    
 153.92000      .95223710E-01
 204.64890      .12984260    
 220.21070      .93958950E-01
 174.19860      .11886970    
 147.91140      .10647230    
 129.52860      .13821090    
 108.68810      .11292580    
 193.53620      .13753890    
 302.86360      .10207690    
 209.83360      .75397840E-01
 237.66140      .14183390    
 239.50430      .59105120E-01
 686.71110      .29757750E-01
 867.53940      .28230710E-01
 1234.4380      .30739660E-01
 853.80390      .27268800E-01
 348.11900      .34713540E-01
 63.897950      .58353320E-01
 27.321910      .15267820    
 14.957810      .99441390E-01
 15.799230      .12171850    
 30.936070      .80877430E-01
 101.84370      .14229820    
 121.38200      .96773430E-01
 115.67600      .10396190    
 181.59970      .66512090E-01
 154.40100      .11944430    
 145.35470      .72865050E-01
 149.74810      .12736530    
 124.63290      .82857680E-01
 186.91170      .14763010    
 209.76640      .10108880    
 278.50650      .12296100    
 367.88270      .81342890E-01
 190.14510      .10825470    
 196.39290      .14422850    
 201.97400      .81341210E-01
 579.80060      .28542060E-01
 880.60280      .28110530E-01
 1120.6830      .22747910E-01
 673.64060      .26770890E-01
 220.23670      .47007810E-01
 22.181640      .88839650E-01
 9.2715770      .15361820    
 15.474800      .90336200E-01
 31.856740      .12103170    
 71.356450      .84307960E-01
 145.57960      .14565380    
 203.32550      .85142980E-01
 227.94560      .51662490E-01
 314.73900      .42625420E-01
 235.05510      .68100110E-01
 183.68870      .85891430E-01
 170.20750      .13868200    
 168.89770      .98511130E-01
 281.40770      .14683990    
 332.30900      .91850470E-01
 361.38870      .12022850    
 316.34580      .90035270E-01
 169.47830      .84105880E-01
 163.92780      .14228320    
 181.74560      .90006110E-01
 527.44190      .31381100E-01
 797.94200      .33501020E-01
 749.55020      .27473670E-01
 289.45470      .35657550E-01
 87.986490      .10281150    
 10.758550      .80364800E-01
 11.174310      .13594690    
 33.682360      .76084450E-01
 77.354080      .12491980    
 151.79320      .71435510E-01
 314.13520      .12489810    
 328.01660      .53030870E-01
 428.21480      .43693650E-01
 497.96140      .30883150E-01
 336.69720      .34179720E-01
 254.70380      .65406140E-01
 220.27630      .14390730    
 250.82850      .89547870E-01
 473.94570      .10291640    
 503.33470      .65077460E-01
 361.16460      .10287520    
 230.07840      .73775990E-01
 138.05900      .11547730    
 142.08330      .14172010    
 211.71750      .92812650E-01
 547.65360      .27427430E-01
 673.90930      .27031250E-01
 414.69550      .51551260E-01
 112.20150      .74231970E-01
 30.637660      .13167750    
 4.4495010      .94824930E-01
 27.758110      .13465710    
 73.151230      .10291710    
 140.42840      .13458900    
 276.46590      .10884610    
 445.87110      .62699430E-01
 430.13860      .47321340E-01
 516.61820      .36545240E-01
 462.73650      .39885590E-01
 351.35960      .45523260E-01
 278.92370      .90857650E-01
 260.83160      .13893280    
 360.67060      .83279800E-01
 619.33910      .41960200E-01
 658.46940      .34335630E-01
 482.17110      .51004480E-01
 217.42770      .79269370E-01
 110.27600      .98611980E-01
 127.84750      .12706740    
 219.81040      .69211290E-01
 485.99790      .85314620E-01
 522.08090      .49016300E-01
 224.66770      .97683640E-01
 32.799350      .70068230E-01
 9.3327650      .14180030    
-2.2307780      .81283260E-01
 43.016630      .13253790    
 121.60810      .79278250E-01
 191.99800      .14088600    
 371.32070      .93363720E-01
 468.93570      .44167180E-01
 434.23850      .30512670E-01
 446.81370      .36950500E-01
 305.06480      .47547220E-01
 271.20180      .10911000    
 235.31380      .89433360E-01
 285.85700      .12598370    
 432.66530      .77237380E-01
 559.53220      .40769490E-01
 647.58320      .25611180E-01
 478.62690      .29010660E-01
 212.90660      .45910750E-01
 95.297430      .10729470    
 121.74070      .12263900    
 193.31630      .10694940    
 366.93040      .11488270    
 477.64210      .89188970E-01
 229.93800      .10799920    
 34.937440      .96028320E-01
 2.6296450      .14574870    
 8.9850010      .89413750E-01
 50.684400      .13885400    
 114.90970      .91384130E-01
 204.94030      .14341620    
 331.21200      .98742090E-01
 290.27420      .51631530E-01
 324.59450      .42928160E-01
 295.95140      .57955580E-01
 151.08500      .71121070E-01
 170.29880      .13531940    
 175.40620      .89526910E-01
 265.55300      .13389420    
 361.54130      .12271850    
 417.11830      .57817190E-01
 449.77440      .43812710E-01
 291.71320      .41894040E-01
 204.56090      .74664460E-01
 86.799820      .10122710    
 112.86210      .12088110    
 140.24690      .90543960E-01
 282.21950      .11853860    
 471.05000      .69771370E-01
 267.66310      .93018380E-01
 51.178930      .69163980E-01
 .64828460      .13680980    
 2.3372930      .70942800E-01
 51.760710      .14438490    
 69.329830      .75095580E-01
 187.35260      .14399800    
 198.11450      .84007920E-01
 166.75620      .93147820E-01
 229.57840      .54607100E-01
 161.95070      .84615450E-01
 100.03820      .67955290E-01
 157.45170      .14422460    
 139.88080      .79089370E-01
 225.61150      .14017610    
 249.36190      .90832240E-01
 267.46660      .80361900E-01
 236.23090      .65007900E-01
 172.61100      .82533810E-01
 190.70380      .75106060E-01
 97.099350      .10882480    
 136.93280      .13054350    
 175.58540      .10003740    
 474.79450      .42201280E-01
 621.93960      .34417900E-01
 343.31470      .38171300E-01
 89.222560      .80240320E-01
 1.9272470      .12231900    
 10.897630      .93489940E-01
 57.936170      .14599430    
 101.86250      .93704720E-01
 185.33070      .14333560    
 155.09640      .98270830E-01
 149.44730      .12807370    
 151.17060      .91339730E-01
 141.35570      .12368950    
 124.27790      .10332670    
 149.68450      .15185020    
 134.20920      .10567150    
 169.47500      .14346910    
 174.89310      .87121300E-01
 171.00830      .13220010    
 115.79060      .10630140    
 110.36240      .11196010    
 134.57940      .89658610E-01
 119.73640      .87156930E-01
 168.41590      .13845260    
 246.96030      .94829590E-01
 656.04000      .37599610E-01
 719.01920      .28868780E-01
 448.09630      .37842200E-01
 98.261480      .67136900E-01
 9.0542390      .11379180    
 26.459700      .71508500E-01
 83.344990      .14692680    
 153.84070      .76193940E-01
 188.12710      .13743310    
 153.01830      .72419810E-01
 134.93320      .13617390    
 114.35380      .79191540E-01
 140.05600      .13221970    
 179.28190      .79485410E-01
 139.68150      .14992380    
 110.72940      .80438640E-01
 117.36050      .13475540    
 122.80690      .70858610E-01
 113.18670      .15317880    
 53.155060      .96156690E-01
 66.756800      .11612370    
 72.574870      .75597760E-01
 144.88740      .98879050E-01
 215.29980      .15597670    
 334.00170      .11048410    
 695.14840      .28458270E-01
 600.60090      .31347390E-01
 308.42500      .54609090E-01
 67.307140      .87780160E-01
 12.742610      .11675160    
 46.883360      .90854460E-01
 114.04810      .15570780    
 187.09120      .11652940    
 192.12050      .13392790    
 138.11780      .99553130E-01
 108.00670      .12848550    
 112.35750      .89038980E-01
 136.20150      .13769060    
 153.80120      .89030390E-01
 102.80240      .14983310    
 68.486610      .95194900E-01
 70.724580      .13559070    
 80.781450      .10175410    
 63.919180      .16429980    
 30.386700      .11519630    
 33.566620      .12936060    
 42.568720      .10339500    
 167.76610      .90367440E-01
 232.09450      .18746410    
 313.92900      .10826460    
 542.73000      .90662140E-01
 383.55880      .66179770E-01
 149.69060      .90600530E-01
 34.790650      .90930680E-01
 18.956390      .13122470    
 66.763120      .83720800E-01
 141.57950      .18550860    
 213.49210      .10944050    
 193.85860      .13891880    
 119.36840      .96509910E-01
 86.250810      .13348680    
 97.243320      .81542750E-01
 108.77210      .15274310    
 84.353860      .81168960E-01
 58.222800      .16547130    
 31.961440      .85023490E-01
 37.857270      .14832770    
 39.034740      .84632650E-01
 27.672900      .18232540    
 12.149640      .98610030E-01
 15.079510      .14465240    
 34.406510      .95696170E-01
